金额,商品,支付时间,地点,商品大类,商品二级类
5.0,营养快线,2017/4/4 13:10,B,饮料,乳制品
4.5,250ML东鹏特饮,2017/4/4 13:15,B,饮料,功能饮料
3.0,果粒橙,2017/4/4 13:29,D,饮料,果蔬饮料
4.0,150g健能酸奶原味,2017/4/4 13:36,B,饮料,乳制品
2.5,30g元朗小蛋卷,2017/4/4 13:50,C,非饮料,饼干糕点
3.5,东鹏特饮,2017/4/4 14:35,E,饮料,功能饮料
5.0,王老吉（500ml）,2017/4/4 14:36,C,饮料,茶饮料
2.5,30g无穷农场盐_鸡蛋,2017/4/4 17:22,C,非饮料,肉干/豆制品/蛋
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/4/4 17:23,C,非饮料,饼干糕点
3.5,王老吉（罐）,2017/4/4 17:23,C,饮料,茶饮料
1.0,小鱼仔,2017/4/4 18:20,D,非饮料,海味零食
1.5,40g双汇玉米热狗肠,2017/4/4 21:06,A,非饮料,肉干/豆制品/蛋
4.0,熊字饼,2017/4/4 21:26,C,非饮料,饼干糕点
4.0,统一冰红茶,2017/4/4 22:24,C,饮料,茶饮料
2.5,250ml统一麦香奶茶,2017/4/4 22:33,E,饮料,茶饮料
3.2,2g韩国海牌海苔,2017/4/4 23:37,B,非饮料,海味零食
2.5,30g元朗小蛋卷,2017/4/5 01:25,D,非饮料,饼干糕点
3.0,怡宝纯净水,2017/4/5 08:22,B,饮料,水
1.0,小鱼仔,2017/4/5 09:37,B,非饮料,海味零食
6.5,91g徐福记凤梨酥,2017/4/5 09:37,E,非饮料,饼干糕点
3.0,果粒橙,2017/4/5 10:05,A,饮料,果蔬饮料
4.0,王老吉（罐）,2017/4/5 10:54,B,饮料,茶饮料
4.5,乐虎,2017/4/5 10:56,C,饮料,功能饮料
3.5,东鹏特饮,2017/4/5 11:05,D,饮料,功能饮料
2.0,怡宝纯净水,2017/4/5 12:08,B,饮料,水
2.0,85g新麦潮手撕面包（提子味）,2017/4/5 12:08,C,非饮料,饼干糕点
2.0,怡宝矿泉水,2017/4/5 12:08,C,饮料,水
3.0,果粒橙,2017/4/5 12:14,A,饮料,果蔬饮料
1.0,香豆干,2017/4/5 12:17,A,非饮料,肉干/豆制品/蛋
3.0,可口可乐最新款,2017/4/5 12:29,B,饮料,碳酸饮料
0.8,20g咪咪虾条马来西亚风味,2017/4/5 15:25,E,非饮料,膨化食品
4.5,脉动,2017/4/5 15:30,C,饮料,功能饮料
4.5,65g卫龙亲嘴豆皮,2017/4/5 15:32,E,非饮料,肉干/豆制品/蛋
3.0,怡宝,2017/4/5 15:37,C,饮料,水
3.0,怡宝纯净水,2017/4/5 15:53,B,饮料,水
4.0,统一冰红茶,2017/4/5 15:54,E,饮料,茶饮料
6.0,268ml雀巢咖啡丝滑拿铁,2017/4/5 16:11,D,饮料,咖啡
4.0,营养快线,2017/4/5 16:22,E,饮料,乳制品
4.0,果粒橙,2017/4/5 16:37,B,饮料,果蔬饮料
6.0,86g合味道浓猪骨味,2017/4/5 18:51,A,非饮料,方便速食
3.5,东鹏特饮,2017/4/5 19:16,E,饮料,功能饮料
4.5,40g呀土豆番茄酱味,2017/4/5 19:51,E,非饮料,膨化食品
4.5,600ml脉动青柠,2017/4/5 20:08,A,饮料,功能饮料
4.0,营养快线,2017/4/5 21:33,D,饮料,乳制品
5.5,480ml小茗同学冷泡青柠红茶,2017/4/6 01:04,C,饮料,茶饮料
3.5,东鹏特饮,2017/4/6 07:53,E,饮料,功能饮料
4.0,阿萨姆奶茶,2017/4/6 08:16,D,饮料,茶饮料
1.5,鸭翅,2017/4/6 08:20,E,非饮料,肉干/豆制品/蛋
3.0,果粒橙,2017/4/6 11:15,D,饮料,果蔬饮料
4.0,统一冰红茶,2017/4/6 11:16,B,饮料,茶饮料
3.5,雪碧330ml,2017/4/6 11:59,C,饮料,碳酸饮料
5.0,500ml统一阿萨姆奶茶,2017/4/6 12:03,A,饮料,茶饮料
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/4/6 12:03,A,非饮料,饼干糕点
3.5,东鹏特饮,2017/4/6 12:03,C,饮料,功能饮料
3.5,东鹏特饮,2017/4/6 12:03,E,饮料,功能饮料
3.0,怡宝纯净水,2017/4/6 12:11,C,饮料,水
4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/4/6 12:20,E,非饮料,饼干糕点
4.0,统一冰红茶,2017/4/6 12:20,E,饮料,茶饮料
3.0,卫龙大面筋,2017/4/6 12:44,B,非饮料,肉干/豆制品/蛋
1.0,12g劲仔小鱼卤香味,2017/4/6 14:02,C,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/4/6 14:04,D,饮料,茶饮料
0.6,10g卫龙亲嘴烧香辣味,2017/4/6 14:58,B,非饮料,肉干/豆制品/蛋
4.5,阿萨姆奶茶,2017/4/6 15:23,B,饮料,茶饮料
3.0,冰糖雪梨,2017/4/6 15:53,E,饮料,果蔬饮料
3.5,王老吉（罐）,2017/4/6 16:10,E,饮料,茶饮料
2.0,怡宝,2017/4/6 16:13,E,饮料,水
3.0,卫龙大面筋,2017/4/6 16:17,E,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/4/6 16:24,B,饮料,功能饮料
3.0,雪碧最新款,2017/4/6 17:25,B,饮料,碳酸饮料
2.0,鸭翅,2017/4/6 17:34,D,非饮料,肉干/豆制品/蛋
1.8,600ml雪碧,2017/4/6 17:49,E,饮料,碳酸饮料
4.0,王老吉（罐）,2017/4/6 17:49,E,饮料,茶饮料
2.5,伊利优酸乳,2017/4/6 18:10,A,饮料,乳制品
1.5,鸭翅,2017/4/6 18:29,E,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/4/6 18:37,E,饮料,功能饮料
3.5,王老吉（罐）,2017/4/6 18:42,E,饮料,茶饮料
3.0,维他奶,2017/4/6 18:43,E,饮料,植物蛋白
4.0,果粒橙,2017/4/6 18:57,C,饮料,果蔬饮料
3.5,东鹏特饮,2017/4/6 19:08,D,饮料,功能饮料
5.0,脉动,2017/4/6 19:29,C,饮料,功能饮料
4.0,果粒橙,2017/4/6 21:19,C,饮料,果蔬饮料
3.0,统一绿茶,2017/4/6 21:32,C,饮料,茶饮料
4.0,王老吉（500ml）,2017/4/6 21:36,E,饮料,茶饮料
4.8,20g咪咪虾条马来西亚风味,2017/4/6 23:17,D,非饮料,膨化食品
3.0,统一冰红茶,2017/4/7 01:28,A,饮料,茶饮料
3.0,果粒橙,2017/4/7 02:17,A,饮料,果蔬饮料
3.5,东鹏特饮,2017/4/7 03:55,D,饮料,功能饮料
4.0,银鹭八宝粥,2017/4/7 08:22,B,饮料,方便速食
4.0,王老吉（罐）,2017/4/7 08:23,C,饮料,茶饮料
3.0,怡宝纯净水,2017/4/7 08:36,B,饮料,水
3.0,雪碧（500ml）,2017/4/7 09:02,A,饮料,碳酸饮料
4.0,王老吉（500ml）,2017/4/7 09:05,E,饮料,茶饮料
2.0,怡宝纯净水,2017/4/7 10:18,D,饮料,水
3.0,雪碧最新款,2017/4/7 10:57,C,饮料,碳酸饮料
1.5,鸭翅,2017/4/7 12:22,E,非饮料,肉干/豆制品/蛋
5.0,85g统一老坛酸菜牛肉面,2017/4/7 13:01,D,非饮料,方便速食
4.0,银鹭八宝粥,2017/4/7 13:02,A,饮料,方便速食
3.0,雪碧（500ml）,2017/4/7 13:02,B,饮料,碳酸饮料
3.0,卫龙大面筋,2017/4/7 13:18,A,非饮料,肉干/豆制品/蛋
3.0,250ml维他原味豆奶,2017/4/7 13:52,B,饮料,植物蛋白
3.0,怡宝纯净水,2017/4/7 13:58,B,饮料,水
2.0,85g新麦潮北海道吐司,2017/4/7 14:04,A,非饮料,饼干糕点
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/7 15:14,C,非饮料,肉干/豆制品/蛋
1.5,香豆干,2017/4/7 15:55,C,非饮料,肉干/豆制品/蛋
2.5,伊利优酸乳,2017/4/7 15:58,A,饮料,乳制品
5.0,脉动,2017/4/7 16:02,C,饮料,功能饮料
4.0,果粒橙,2017/4/7 16:07,B,饮料,果蔬饮料
2.0,怡宝,2017/4/7 16:15,E,饮料,水
3.0,可口可乐最新款,2017/4/7 17:35,D,饮料,碳酸饮料
4.5,78g卫龙亲嘴语辣条,2017/4/7 18:14,A,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/4/7 18:16,E,饮料,水
3.0,伊利优酸乳,2017/4/7 19:05,C,饮料,乳制品
5.0,王老吉（500ml）,2017/4/7 20:21,C,饮料,茶饮料
5.0,王老吉（500ml）,2017/4/7 22:34,C,饮料,茶饮料
3.5,统一冰红茶,2017/4/8 07:48,B,饮料,茶饮料
1.5,香豆干,2017/4/8 08:16,B,非饮料,肉干/豆制品/蛋
1.5,香豆干,2017/4/8 08:21,C,非饮料,肉干/豆制品/蛋
3.0,雪碧最新款,2017/4/8 08:48,B,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/4/8 08:57,E,饮料,茶饮料
4.5,52g旺旺仙贝,2017/4/8 09:12,E,非饮料,膨化食品
4.5,68g好丽友巧克力派2枚,2017/4/8 09:47,D,非饮料,饼干糕点
6.0,红牛,2017/4/8 09:47,E,饮料,功能饮料
3.0,雪碧最新款,2017/4/8 11:40,D,饮料,碳酸饮料
4.5,55g奥利奥原味夹心饼干,2017/4/8 11:55,E,非饮料,饼干糕点
4.0,阿萨姆奶茶,2017/4/8 12:01,E,饮料,茶饮料
1.5,香豆干,2017/4/8 12:02,A,非饮料,肉干/豆制品/蛋
4.5,王老吉（500ml）,2017/4/8 12:02,E,饮料,茶饮料
4.0,阿萨姆煎茶奶绿,2017/4/8 12:09,C,饮料,茶饮料
4.5,250ml燕塘甜牛奶,2017/4/8 12:09,E,饮料,乳制品
1.2,康师傅矿泉水,2017/4/8 12:09,E,饮料,水
4.0,脉动,2017/4/8 12:10,D,饮料,功能饮料
1.5,鸭翅,2017/4/8 12:13,E,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/4/8 12:16,C,饮料,茶饮料
4.5,阿萨姆奶茶,2017/4/8 12:16,E,饮料,茶饮料
3.0,伊利纯牛奶,2017/4/8 12:31,E,饮料,乳制品
6.0,雀巢咖啡,2017/4/8 12:35,D,饮料,咖啡
2.5,30g无穷农场盐_鸡蛋,2017/4/8 12:47,D,非饮料,肉干/豆制品/蛋
4.5,40g乐事美国经典原味,2017/4/8 12:49,D,非饮料,膨化食品
1.0,香豆干,2017/4/8 15:20,E,非饮料,肉干/豆制品/蛋
1.0,香豆干,2017/4/8 15:24,E,非饮料,肉干/豆制品/蛋
3.0,伊利纯牛奶,2017/4/8 15:55,E,饮料,乳制品
2.0,鸭翅,2017/4/8 16:04,D,非饮料,肉干/豆制品/蛋
2.0,鸭翅,2017/4/8 16:55,C,非饮料,肉干/豆制品/蛋
3.0,果粒橙,2017/4/8 17:02,A,饮料,果蔬饮料
3.5,东鹏特饮,2017/4/8 17:06,E,饮料,功能饮料
3.5,东鹏特饮,2017/4/8 17:44,E,饮料,功能饮料
4.0,熊字饼,2017/4/8 17:54,B,非饮料,饼干糕点
3.0,统一绿茶,2017/4/8 18:08,E,饮料,茶饮料
3.0,怡宝纯净水,2017/4/8 18:19,B,饮料,水
3.0,熊字饼,2017/4/8 18:42,D,非饮料,饼干糕点
5.0,145ml旺仔牛奶盒装,2017/4/8 19:54,E,饮料,乳制品
3.5,统一冰红茶,2017/4/8 19:54,E,饮料,茶饮料
3.5,统一冰红茶,2017/4/8 20:01,C,饮料,茶饮料
4.0,阿萨姆奶茶,2017/4/8 20:16,E,饮料,茶饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/8 20:37,E,非饮料,肉干/豆制品/蛋
5.0,脉动,2017/4/8 20:50,C,饮料,功能饮料
1.5,鸭翅,2017/4/9 05:11,E,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/4/9 08:23,A,饮料,茶饮料
3.0,怡宝纯净水,2017/4/9 08:24,B,饮料,水
3.0,怡宝纯净水,2017/4/9 08:25,B,饮料,水
5.0,阿萨姆奶茶,2017/4/9 08:26,B,饮料,茶饮料
3.0,维他奶,2017/4/9 08:39,D,饮料,植物蛋白
3.0,雪碧最新款,2017/4/9 08:49,C,饮料,碳酸饮料
4.0,银鹭八宝粥,2017/4/9 08:57,E,饮料,方便速食
3.0,统一冰红茶,2017/4/9 09:56,E,饮料,茶饮料
4.0,阿萨姆奶茶,2017/4/9 10:43,D,饮料,茶饮料
5.0,脉动,2017/4/9 10:56,C,饮料,功能饮料
4.5,营养快线,2017/4/9 11:25,C,饮料,乳制品
3.0,怡宝纯净水,2017/4/9 12:07,C,饮料,水
3.5,统一冰红茶,2017/4/9 12:12,C,饮料,茶饮料
5.0,85g统一老坛酸菜牛肉面,2017/4/9 12:29,A,非饮料,方便速食
4.5,营养快线,2017/4/9 12:46,C,饮料,乳制品
5.0,85g统一老坛酸菜牛肉面,2017/4/9 13:03,D,非饮料,方便速食
3.0,卫龙大面筋,2017/4/9 13:15,E,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/4/9 13:22,C,饮料,功能饮料
3.0,卫龙大面筋,2017/4/9 13:22,D,非饮料,肉干/豆制品/蛋
4.5,燕塘原味酸奶,2017/4/9 13:36,E,饮料,乳制品
3.0,怡宝纯净水,2017/4/9 13:43,C,饮料,水
5.0,王老吉（500ml）,2017/4/9 13:48,B,饮料,茶饮料
4.5,40g呀土豆番茄酱味,2017/4/9 14:02,C,非饮料,膨化食品
3.0,统一冰红茶,2017/4/9 14:21,E,饮料,茶饮料
6.0,86g合味道海鲜风味,2017/4/9 15:32,A,非饮料,方便速食
1.8,10g卫龙亲嘴烧香辣味,2017/4/9 15:54,D,非饮料,肉干/豆制品/蛋
3.0,40g双汇玉米热狗肠,2017/4/9 15:55,E,非饮料,肉干/豆制品/蛋
3.5,王老吉（罐）,2017/4/9 16:06,D,饮料,茶饮料
4.5,85g统一老坛酸菜牛肉面,2017/4/9 16:25,C,非饮料,方便速食
3.0,可口可乐330ml,2017/4/9 16:26,E,饮料,碳酸饮料
3.0,熊字饼,2017/4/9 16:28,E,非饮料,饼干糕点
5.0,小茗同学,2017/4/9 16:36,E,饮料,茶饮料
3.0,怡宝纯净水,2017/4/9 16:47,B,饮料,水
3.0,怡宝纯净水,2017/4/9 16:58,B,饮料,水
4.0,王老吉（罐）,2017/4/9 18:07,B,饮料,茶饮料
3.0,统一绿茶,2017/4/9 18:15,A,饮料,茶饮料
3.5,芬达330ml,2017/4/9 18:17,C,饮料,碳酸饮料
3.0,可口可乐最新款,2017/4/9 18:24,D,饮料,碳酸饮料
4.5,40g乐事薯片黄瓜味,2017/4/9 18:36,A,非饮料,膨化食品
3.0,雪碧最新款,2017/4/9 18:43,D,饮料,碳酸饮料
2.5,13g无穷烤鸡小腿蜂蜜味,2017/4/9 18:43,E,非饮料,肉干/豆制品/蛋
3.0,果粒橙,2017/4/9 18:51,A,饮料,果蔬饮料
4.0,阿萨姆奶茶,2017/4/9 19:05,D,饮料,茶饮料
4.0,脉动,2017/4/9 20:36,D,饮料,功能饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/9 20:40,D,非饮料,肉干/豆制品/蛋
3.0,维他奶,2017/4/9 20:40,E,饮料,植物蛋白
4.5,燕塘甜牛奶,2017/4/9 21:13,C,饮料,乳制品
3.0,美年达（罐）,2017/4/9 22:51,D,饮料,碳酸饮料
1.0,12g劲仔小鱼麻辣味,2017/4/9 22:51,E,非饮料,肉干/豆制品/蛋
1.5,12g劲仔小鱼麻辣味,2017/4/9 23:33,C,非饮料,肉干/豆制品/蛋
3.0,芬达330ml,2017/4/10 02:10,E,饮料,碳酸饮料
4.0,银鹭八宝粥,2017/4/10 07:48,D,饮料,方便速食
4.0,阿萨姆奶茶,2017/4/10 08:07,E,饮料,茶饮料
4.0,王老吉（罐）,2017/4/10 08:15,C,饮料,茶饮料
6.5,148g富甲一方紫薯仔,2017/4/10 08:26,E,非饮料,蜜饯/果干
3.0,怡宝纯净水,2017/4/10 08:33,B,饮料,水
4.5,脉动,2017/4/10 08:54,C,饮料,功能饮料
3.0,统一绿茶,2017/4/10 09:00,D,饮料,茶饮料
4.0,阿萨姆奶茶,2017/4/10 09:01,A,饮料,茶饮料
3.0,怡宝纯净水,2017/4/10 09:05,B,饮料,水
5.0,48g好丽友薯愿香烤原味,2017/4/10 10:45,B,非饮料,膨化食品
4.0,熊字饼,2017/4/10 11:39,B,非饮料,饼干糕点
3.0,怡宝纯净水,2017/4/10 12:11,C,饮料,水
2.0,怡宝纯净水,2017/4/10 12:14,B,饮料,水
2.5,伊利优酸乳,2017/4/10 12:14,E,饮料,乳制品
3.5,东鹏特饮,2017/4/10 12:23,A,饮料,功能饮料
4.5,卫龙亲嘴烧红烧牛肉味,2017/4/10 12:59,E,非饮料,肉干/豆制品/蛋
3.0,可口可乐最新款,2017/4/10 13:21,C,饮料,碳酸饮料
3.5,东鹏特饮,2017/4/10 13:50,A,饮料,功能饮料
3.0,雪碧最新款,2017/4/10 14:01,C,饮料,碳酸饮料
1.5,12g劲仔小鱼麻辣味,2017/4/10 14:01,E,非饮料,肉干/豆制品/蛋
1.6,咪咪虾条马来西亚风味,2017/4/10 15:09,C,非饮料,膨化食品
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/4/10 15:12,E,非饮料,饼干糕点
4.0,王老吉（罐）,2017/4/10 15:12,E,饮料,茶饮料
3.0,统一冰红茶,2017/4/10 15:26,E,饮料,茶饮料
1.0,小鱼仔,2017/4/10 15:35,D,非饮料,海味零食
3.5,东鹏特饮,2017/4/10 15:35,E,饮料,功能饮料
4.0,王老吉（罐）,2017/4/10 16:05,B,饮料,茶饮料
4.5,脉动,2017/4/10 16:28,C,饮料,功能饮料
1.6,咪咪虾条马来西亚风味,2017/4/10 16:42,C,非饮料,膨化食品
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/10 16:52,B,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/4/10 16:52,C,饮料,功能饮料
4.0,统一冰红茶,2017/4/10 16:52,E,饮料,茶饮料
2.5,145ml旺仔牛奶盒装,2017/4/10 16:53,B,饮料,乳制品
2.0,怡宝纯净水,2017/4/10 17:20,D,饮料,水
4.0,脉动,2017/4/10 17:21,A,饮料,功能饮料
2.5,30g无穷农场盐_鸡蛋,2017/4/10 17:59,D,非饮料,肉干/豆制品/蛋
1.5,45g双汇泡面拍挡,2017/4/10 18:33,B,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/4/10 18:33,C,饮料,乳制品
3.0,统一绿茶,2017/4/10 18:37,A,饮料,茶饮料
3.0,怡宝纯净水,2017/4/10 18:38,B,饮料,水
3.0,熊字饼,2017/4/10 18:42,E,非饮料,饼干糕点
4.0,阿萨姆奶茶,2017/4/10 19:07,E,饮料,茶饮料
4.5,500ml加多宝,2017/4/10 19:28,C,饮料,茶饮料
3.5,85g新麦潮手撕面包（提子味）,2017/4/10 19:29,D,非饮料,饼干糕点
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/10 19:44,A,非饮料,肉干/豆制品/蛋
6.0,红牛,2017/4/10 19:44,C,饮料,功能饮料
3.0,85g新麦潮北海道吐司,2017/4/10 20:39,B,非饮料,饼干糕点
3.5,王老吉（罐）,2017/4/10 20:39,B,饮料,茶饮料
3.0,可口可乐最新款,2017/4/10 21:18,C,饮料,碳酸饮料
3.5,统一绿茶,2017/4/10 22:00,C,饮料,茶饮料
4.5,250ML东鹏特饮,2017/4/10 22:04,E,饮料,功能饮料
4.0,果粒橙,2017/4/10 22:04,E,饮料,果蔬饮料
3.0,卫龙大面筋,2017/4/10 22:15,E,非饮料,肉干/豆制品/蛋
3.5,85g新麦潮手撕面包（提子味）,2017/4/10 22:21,E,非饮料,饼干糕点
4.0,王老吉（罐）,2017/4/10 22:21,E,饮料,茶饮料
6.5,91g徐福记凤梨酥,2017/4/10 22:39,C,非饮料,饼干糕点
4.0,果粒橙,2017/4/10 23:35,B,饮料,果蔬饮料
3.5,东鹏特饮,2017/4/10 23:53,B,饮料,功能饮料
3.0,果粒橙,2017/4/11 00:55,D,饮料,果蔬饮料
1.0,香豆干,2017/4/11 00:56,E,非饮料,肉干/豆制品/蛋
4.0,统一冰红茶,2017/4/11 01:47,C,饮料,茶饮料
4.0,果粒橙,2017/4/11 01:56,C,饮料,果蔬饮料
1.5,鸭翅,2017/4/11 02:08,A,非饮料,肉干/豆制品/蛋
4.0,银鹭八宝粥,2017/4/11 02:26,D,饮料,方便速食
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/11 02:48,E,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘甜牛奶,2017/4/11 02:51,C,饮料,乳制品
3.0,卫龙亲嘴烧红烧牛肉味,2017/4/11 02:52,A,非饮料,肉干/豆制品/蛋
3.0,可口可乐最新款,2017/4/11 03:43,D,饮料,碳酸饮料
2.0,85g新麦潮手撕面包（提子味）,2017/4/11 03:48,C,非饮料,饼干糕点
3.0,统一绿茶,2017/4/11 03:48,C,饮料,茶饮料
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/4/11 03:50,E,非饮料,饼干糕点
4.0,奥利奥原味芝士,2017/4/11 03:50,E,非饮料,饼干糕点
4.5,王老吉（500ml）,2017/4/11 03:50,E,饮料,茶饮料
3.0,统一冰红茶,2017/4/11 03:51,D,饮料,茶饮料
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/4/11 03:56,C,非饮料,饼干糕点
3.0,果粒橙,2017/4/11 03:56,C,饮料,果蔬饮料
2.0,10g卫龙亲嘴烧香辣味,2017/4/11 03:56,E,非饮料,肉干/豆制品/蛋
3.5,可口可乐330ml,2017/4/11 04:05,B,饮料,碳酸饮料
3.0,统一冰红茶,2017/4/11 06:06,D,饮料,茶饮料
5.0,85g统一老坛酸菜牛肉面,2017/4/11 07:44,D,非饮料,方便速食
3.0,果粒橙,2017/4/11 08:28,E,饮料,果蔬饮料
3.0,卫龙大面筋,2017/4/11 08:42,D,非饮料,肉干/豆制品/蛋
6.0,86g合味道海鲜风味,2017/4/11 08:59,C,非饮料,方便速食
3.5,雪碧（500ml）,2017/4/11 08:59,E,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/4/11 09:10,D,饮料,茶饮料
1.5,12g劲仔小鱼麻辣味,2017/4/11 09:40,A,非饮料,肉干/豆制品/蛋
4.5,600ml脉动青柠,2017/4/11 10:24,A,饮料,功能饮料
3.0,怡宝纯净水,2017/4/11 10:29,C,饮料,水
6.0,86g合味道浓猪骨味,2017/4/11 11:36,A,非饮料,方便速食
3.0,怡宝纯净水,2017/4/11 12:02,C,饮料,水
3.0,伊利纯牛奶,2017/4/11 12:31,D,饮料,乳制品
4.0,20g咪咪虾条马来西亚风味,2017/4/11 13:43,B,非饮料,膨化食品
2.5,30g无穷农场盐_鸡蛋,2017/4/11 13:45,A,非饮料,肉干/豆制品/蛋
3.5,500ml康师傅冰糖雪梨,2017/4/11 14:37,C,饮料,果蔬饮料
6.0,红牛,2017/4/11 14:46,D,饮料,功能饮料
3.0,统一冰红茶,2017/4/11 14:48,A,饮料,茶饮料
5.0,脉动,2017/4/11 14:55,C,饮料,功能饮料
7.0,150g洽洽原香瓜子,2017/4/11 15:17,A,非饮料,坚果炒货
3.0,250ml维他原味豆奶,2017/4/11 15:35,B,饮料,植物蛋白
3.0,伊利纯牛奶,2017/4/11 15:36,D,饮料,乳制品
2.0,怡宝,2017/4/11 16:22,A,饮料,水
3.0,卫龙大面筋,2017/4/11 16:28,D,非饮料,肉干/豆制品/蛋
2.0,鸭翅,2017/4/11 16:32,D,非饮料,肉干/豆制品/蛋
4.0,盼盼手撕面包,2017/4/11 16:40,A,非饮料,饼干糕点
4.0,500ml加多宝,2017/4/11 16:43,C,饮料,茶饮料
1.5,40g双汇玉米热狗肠,2017/4/11 16:54,B,非饮料,肉干/豆制品/蛋
3.0,怡宝,2017/4/11 17:00,C,饮料,水
3.5,伊利优酸乳,2017/4/11 17:23,C,饮料,乳制品
5.0,营养快线,2017/4/11 17:34,B,饮料,乳制品
5.0,脉动,2017/4/11 17:42,C,饮料,功能饮料
4.0,营养快线,2017/4/11 18:08,D,饮料,乳制品
3.0,可口可乐最新款,2017/4/11 18:10,D,饮料,碳酸饮料
4.0,王老吉（500ml）,2017/4/11 18:12,A,饮料,茶饮料
3.0,可口可乐最新款,2017/4/11 18:48,C,饮料,碳酸饮料
1.5,45g双汇泡面拍挡,2017/4/11 19:13,A,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/4/11 19:14,E,饮料,乳制品
4.0,脉动,2017/4/11 19:33,E,饮料,功能饮料
4.5,脉动,2017/4/11 20:02,C,饮料,功能饮料
3.5,王老吉（罐）,2017/4/11 21:17,D,饮料,茶饮料
5.0,王老吉（500ml）,2017/4/11 21:19,C,饮料,茶饮料
6.5,250ml红牛,2017/4/11 21:20,B,饮料,功能饮料
5.0,营养快线,2017/4/11 21:20,E,饮料,乳制品
3.5,王老吉（罐）,2017/4/11 21:25,E,饮料,茶饮料
5.0,王老吉（500ml）,2017/4/11 21:55,C,饮料,茶饮料
3.0,卫龙大面筋,2017/4/11 22:07,A,非饮料,肉干/豆制品/蛋
4.0,王老吉（500ml）,2017/4/11 22:13,A,饮料,茶饮料
3.0,统一绿茶,2017/4/11 22:13,D,饮料,茶饮料
4.5,营养快线,2017/4/11 22:33,B,饮料,乳制品
3.0,雪碧最新款,2017/4/11 22:41,D,饮料,碳酸饮料
3.0,怡宝纯净水,2017/4/11 23:21,C,饮料,水
5.0,王老吉（500ml）,2017/4/12 01:09,B,饮料,茶饮料
4.0,阿萨姆奶茶,2017/4/12 01:13,C,饮料,茶饮料
1.5,香脆肠,2017/4/12 01:13,E,非饮料,肉干/豆制品/蛋
1.8,600ml雪碧,2017/4/12 02:53,C,饮料,碳酸饮料
4.0,脉动,2017/4/12 02:58,E,饮料,功能饮料
4.0,脉动,2017/4/12 08:45,E,饮料,功能饮料
4.5,阿萨姆奶茶,2017/4/12 08:57,C,饮料,茶饮料
6.5,148g富甲一方紫薯仔,2017/4/12 09:01,E,非饮料,蜜饯/果干
4.5,营养快线,2017/4/12 09:01,E,饮料,乳制品
4.5,阿萨姆奶茶,2017/4/12 09:04,C,饮料,茶饮料
6.0,红牛,2017/4/12 09:05,D,饮料,功能饮料
3.0,怡宝纯净水,2017/4/12 09:10,B,饮料,水
4.0,营养快线,2017/4/12 10:10,A,饮料,乳制品
4.0,营养快线,2017/4/12 10:42,E,饮料,乳制品
3.5,可口可乐330ml,2017/4/12 11:00,C,饮料,碳酸饮料
4.0,熊字饼,2017/4/12 11:53,C,非饮料,饼干糕点
1.8,600ml雪碧,2017/4/12 11:55,B,饮料,碳酸饮料
2.0,怡宝纯净水,2017/4/12 11:55,B,饮料,水
2.0,怡宝,2017/4/12 12:20,E,饮料,水
5.5,205g伊利安慕希原味,2017/4/12 13:27,D,饮料,乳制品
6.0,370g泰奇八宝粥,2017/4/12 13:28,A,非饮料,方便速食
2.5,30g无穷农场盐_鸡蛋,2017/4/12 14:30,B,非饮料,肉干/豆制品/蛋
3.0,芬达330ml,2017/4/12 15:03,B,饮料,碳酸饮料
3.0,熊字饼,2017/4/12 15:29,E,非饮料,饼干糕点
2.5,伊利优酸乳,2017/4/12 15:47,D,饮料,乳制品
1.0,香豆干,2017/4/12 16:10,E,非饮料,肉干/豆制品/蛋
3.0,怡宝,2017/4/12 16:18,C,饮料,水
3.0,果粒橙,2017/4/12 16:44,E,饮料,果蔬饮料
5.0,阿萨姆奶茶,2017/4/12 16:57,B,饮料,茶饮料
